date,day_of_week,day_of_week_name,week_number,week_name,month_number,month_name,year,quarter,quarter_name,date_text
2020-08-27,4,Thursday,35,24 Aug - 30 Aug '20,8,Aug '20,2020,3,Q3 2020,2020-08-27
2020-08-28,5,Friday,35,24 Aug - 30 Aug '20,8,Aug '20,2020,3,Q3 2020,2020-08-28
2020-08-29,6,Saturday,35,24 Aug - 30 Aug '20,8,Aug '20,2020,3,Q3 2020,2020-08-29
2020-08-30,7,Sunday,35,24 Aug - 30 Aug '20,8,Aug '20,2020,3,Q3 2020,2020-08-30
2020-08-31,1,Monday,36,31 Aug - 06 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-08-31
2020-09-01,2,Tuesday,36,31 Aug - 06 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-01
2020-09-02,3,Wednesday,36,31 Aug - 06 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-02
2020-09-03,4,Thursday,36,31 Aug - 06 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-03
2020-09-04,5,Friday,36,31 Aug - 06 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-04
2020-09-05,6,Saturday,36,31 Aug - 06 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-05
2020-09-06,7,Sunday,36,31 Aug - 06 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-06
2020-09-07,1,Monday,37,07 Sep - 13 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-07
2020-09-08,2,Tuesday,37,07 Sep - 13 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-08
2020-09-09,3,Wednesday,37,07 Sep - 13 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-09
2020-09-10,4,Thursday,37,07 Sep - 13 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-10
2020-09-11,5,Friday,37,07 Sep - 13 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-11
2020-09-12,6,Saturday,37,07 Sep - 13 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-12
2020-09-13,7,Sunday,37,07 Sep - 13 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-13
2020-09-14,1,Monday,38,14 Sep - 20 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-14
2020-09-15,2,Tuesday,38,14 Sep - 20 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-15
2020-09-16,3,Wednesday,38,14 Sep - 20 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-16
2020-09-17,4,Thursday,38,14 Sep - 20 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-17
2020-09-18,5,Friday,38,14 Sep - 20 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-18
2020-09-19,6,Saturday,38,14 Sep - 20 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-19
2020-09-20,7,Sunday,38,14 Sep - 20 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-20
2020-09-21,1,Monday,39,21 Sep - 27 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-21
2020-09-22,2,Tuesday,39,21 Sep - 27 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-22
2020-09-23,3,Wednesday,39,21 Sep - 27 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-23
2020-09-24,4,Thursday,39,21 Sep - 27 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-24
2020-09-25,5,Friday,39,21 Sep - 27 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-25
2020-09-26,6,Saturday,39,21 Sep - 27 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-26
2020-09-27,7,Sunday,39,21 Sep - 27 Sep '20,9,Sep '20,2020,3,Q3 2020,2020-09-27
2020-09-28,1,Monday,40,28 Sep - 04 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-09-28
2020-09-29,2,Tuesday,40,28 Sep - 04 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-09-29
2020-09-30,3,Wednesday,40,28 Sep - 04 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-09-30
2020-10-01,4,Thursday,40,28 Sep - 04 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-01
2020-10-02,5,Friday,40,28 Sep - 04 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-02
2020-10-03,6,Saturday,40,28 Sep - 04 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-03
2020-10-04,7,Sunday,40,28 Sep - 04 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-04
2020-10-05,1,Monday,41,05 Oct - 11 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-05
2020-10-06,2,Tuesday,41,05 Oct - 11 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-06
2020-10-07,3,Wednesday,41,05 Oct - 11 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-07
2020-10-08,4,Thursday,41,05 Oct - 11 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-08
2020-10-09,5,Friday,41,05 Oct - 11 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-09
2020-10-10,6,Saturday,41,05 Oct - 11 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-10
2020-10-11,7,Sunday,41,05 Oct - 11 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-11
2020-10-12,1,Monday,42,12 Oct - 18 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-12
2020-10-13,2,Tuesday,42,12 Oct - 18 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-13
2020-10-14,3,Wednesday,42,12 Oct - 18 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-14
2020-10-15,4,Thursday,42,12 Oct - 18 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-15
2020-10-16,5,Friday,42,12 Oct - 18 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-16
2020-10-17,6,Saturday,42,12 Oct - 18 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-17
2020-10-18,7,Sunday,42,12 Oct - 18 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-18
2020-10-19,1,Monday,43,19 Oct - 25 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-19
2020-10-20,2,Tuesday,43,19 Oct - 25 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-20
2020-10-21,3,Wednesday,43,19 Oct - 25 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-21
2020-10-22,4,Thursday,43,19 Oct - 25 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-22
2020-10-23,5,Friday,43,19 Oct - 25 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-23
2020-10-24,6,Saturday,43,19 Oct - 25 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-24
2020-10-25,7,Sunday,43,19 Oct - 25 Oct '20,10,Oct '20,2020,4,Q4 2020,2020-10-25
2020-10-26,1,Monday,44,26 Oct - 01 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-10-26
2020-10-27,2,Tuesday,44,26 Oct - 01 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-10-27
2020-10-28,3,Wednesday,44,26 Oct - 01 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-10-28
2020-10-29,4,Thursday,44,26 Oct - 01 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-10-29
2020-10-30,5,Friday,44,26 Oct - 01 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-10-30
2020-10-31,6,Saturday,44,26 Oct - 01 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-10-31
2020-11-01,7,Sunday,44,26 Oct - 01 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-01
2020-11-02,1,Monday,45,02 Nov - 08 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-02
2020-11-03,2,Tuesday,45,02 Nov - 08 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-03
2020-11-04,3,Wednesday,45,02 Nov - 08 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-04
2020-11-05,4,Thursday,45,02 Nov - 08 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-05
2020-11-06,5,Friday,45,02 Nov - 08 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-06
2020-11-07,6,Saturday,45,02 Nov - 08 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-07
2020-11-08,7,Sunday,45,02 Nov - 08 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-08
2020-11-09,1,Monday,46,09 Nov - 15 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-09
2020-11-10,2,Tuesday,46,09 Nov - 15 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-10
2020-11-11,3,Wednesday,46,09 Nov - 15 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-11
2020-11-12,4,Thursday,46,09 Nov - 15 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-12
2020-11-13,5,Friday,46,09 Nov - 15 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-13
2020-11-14,6,Saturday,46,09 Nov - 15 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-14
2020-11-15,7,Sunday,46,09 Nov - 15 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-15
2020-11-16,1,Monday,47,16 Nov - 22 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-16
2020-11-17,2,Tuesday,47,16 Nov - 22 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-17
2020-11-18,3,Wednesday,47,16 Nov - 22 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-18
2020-11-19,4,Thursday,47,16 Nov - 22 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-19
2020-11-20,5,Friday,47,16 Nov - 22 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-20
2020-11-21,6,Saturday,47,16 Nov - 22 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-21
2020-11-22,7,Sunday,47,16 Nov - 22 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-22
2020-11-23,1,Monday,48,23 Nov - 29 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-23
2020-11-24,2,Tuesday,48,23 Nov - 29 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-24
2020-11-25,3,Wednesday,48,23 Nov - 29 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-25
2020-11-26,4,Thursday,48,23 Nov - 29 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-26
2020-11-27,5,Friday,48,23 Nov - 29 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-27
2020-11-28,6,Saturday,48,23 Nov - 29 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-28
2020-11-29,7,Sunday,48,23 Nov - 29 Nov '20,11,Nov '20,2020,4,Q4 2020,2020-11-29
2020-11-30,1,Monday,49,30 Nov - 06 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-11-30
2020-12-01,2,Tuesday,49,30 Nov - 06 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-01
2020-12-02,3,Wednesday,49,30 Nov - 06 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-02
2020-12-03,4,Thursday,49,30 Nov - 06 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-03
2020-12-04,5,Friday,49,30 Nov - 06 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-04
2020-12-05,6,Saturday,49,30 Nov - 06 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-05
2020-12-06,7,Sunday,49,30 Nov - 06 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-06
2020-12-07,1,Monday,50,07 Dec - 13 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-07
2020-12-08,2,Tuesday,50,07 Dec - 13 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-08
2020-12-09,3,Wednesday,50,07 Dec - 13 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-09
2020-12-10,4,Thursday,50,07 Dec - 13 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-10
2020-12-11,5,Friday,50,07 Dec - 13 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-11
2020-12-12,6,Saturday,50,07 Dec - 13 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-12
2020-12-13,7,Sunday,50,07 Dec - 13 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-13
2020-12-14,1,Monday,51,14 Dec - 20 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-14
2020-12-15,2,Tuesday,51,14 Dec - 20 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-15
2020-12-16,3,Wednesday,51,14 Dec - 20 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-16
2020-12-17,4,Thursday,51,14 Dec - 20 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-17
2020-12-18,5,Friday,51,14 Dec - 20 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-18
2020-12-19,6,Saturday,51,14 Dec - 20 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-19
2020-12-20,7,Sunday,51,14 Dec - 20 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-20
2020-12-21,1,Monday,52,21 Dec - 27 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-21
2020-12-22,2,Tuesday,52,21 Dec - 27 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-22
2020-12-23,3,Wednesday,52,21 Dec - 27 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-23
2020-12-24,4,Thursday,52,21 Dec - 27 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-24
2020-12-25,5,Friday,52,21 Dec - 27 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-25
2020-12-26,6,Saturday,52,21 Dec - 27 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-26
2020-12-27,7,Sunday,52,21 Dec - 27 Dec '20,12,Dec '20,2020,4,Q4 2020,2020-12-27
2020-12-28,1,Monday,53,28 Dec - 03 Jan '21,12,Dec '20,2020,4,Q4 2020,2020-12-28
2020-12-29,2,Tuesday,53,28 Dec - 03 Jan '21,12,Dec '20,2020,4,Q4 2020,2020-12-29
2020-12-30,3,Wednesday,53,28 Dec - 03 Jan '21,12,Dec '20,2020,4,Q4 2020,2020-12-30
2020-12-31,4,Thursday,53,28 Dec - 03 Jan '21,12,Dec '20,2020,4,Q4 2020,2020-12-31
2021-01-01,5,Friday,53,28 Dec - 03 Jan '21,12,Dec '20,2020,4,Q4 2020,2021-01-01
2021-01-02,6,Saturday,53,28 Dec - 03 Jan '21,12,Dec '20,2020,4,Q4 2020,2021-01-02
2021-01-03,7,Sunday,53,28 Dec - 03 Jan '21,12,Dec '20,2020,4,Q4 2020,2021-01-03
2021-01-04,1,Monday,1,30 Dec - 05 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-04
2021-01-05,2,Tuesday,1,30 Dec - 05 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-05
2021-01-06,3,Wednesday,1,30 Dec - 05 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-06
2021-01-07,4,Thursday,1,30 Dec - 05 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-07
2021-01-08,5,Friday,1,30 Dec - 05 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-08
2021-01-09,6,Saturday,1,30 Dec - 05 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-09
2021-01-10,7,Sunday,1,30 Dec - 05 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-10
2021-01-11,1,Monday,2,06 Jan - 12 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-11
2021-01-12,2,Tuesday,2,06 Jan - 12 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-12
2021-01-13,3,Wednesday,2,06 Jan - 12 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-13
2021-01-14,4,Thursday,2,06 Jan - 12 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-14
2021-01-15,5,Friday,2,06 Jan - 12 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-15
2021-01-16,6,Saturday,2,06 Jan - 12 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-16
2021-01-17,7,Sunday,2,06 Jan - 12 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-17
2021-01-18,1,Monday,3,13 Jan - 19 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-18
2021-01-19,2,Tuesday,3,13 Jan - 19 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-19
2021-01-20,3,Wednesday,3,13 Jan - 19 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-20
2021-01-21,4,Thursday,3,13 Jan - 19 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-21
2021-01-22,5,Friday,3,13 Jan - 19 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-22
2021-01-23,6,Saturday,3,13 Jan - 19 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-23
2021-01-24,7,Sunday,3,13 Jan - 19 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-24
2021-01-25,1,Monday,4,20 Jan - 26 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-25
2021-01-26,2,Tuesday,4,20 Jan - 26 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-26
2021-01-27,3,Wednesday,4,20 Jan - 26 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-27
2021-01-28,4,Thursday,4,20 Jan - 26 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-28
2021-01-29,5,Friday,4,20 Jan - 26 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-29
2021-01-30,6,Saturday,4,20 Jan - 26 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-30
2021-01-31,7,Sunday,4,20 Jan - 26 Jan '20,1,Jan '21,2021,1,Q1 2021,2021-01-31
2021-02-01,1,Monday,5,27 Jan - 02 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-01
2021-02-02,2,Tuesday,5,27 Jan - 02 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-02
2021-02-03,3,Wednesday,5,27 Jan - 02 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-03
2021-02-04,4,Thursday,5,27 Jan - 02 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-04
2021-02-05,5,Friday,5,27 Jan - 02 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-05
2021-02-06,6,Saturday,5,27 Jan - 02 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-06
2021-02-07,7,Sunday,5,27 Jan - 02 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-07
2021-02-08,1,Monday,6,03 Feb - 09 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-08
2021-02-09,2,Tuesday,6,03 Feb - 09 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-09
2021-02-10,3,Wednesday,6,03 Feb - 09 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-10
2021-02-11,4,Thursday,6,03 Feb - 09 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-11
2021-02-12,5,Friday,6,03 Feb - 09 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-12
2021-02-13,6,Saturday,6,03 Feb - 09 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-13
2021-02-14,7,Sunday,6,03 Feb - 09 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-14
2021-02-15,1,Monday,7,10 Feb - 16 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-15
2021-02-16,2,Tuesday,7,10 Feb - 16 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-16
2021-02-17,3,Wednesday,7,10 Feb - 16 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-17
2021-02-18,4,Thursday,7,10 Feb - 16 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-18
2021-02-19,5,Friday,7,10 Feb - 16 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-19
2021-02-20,6,Saturday,7,10 Feb - 16 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-20
2021-02-21,7,Sunday,7,10 Feb - 16 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-21
2021-02-22,1,Monday,8,17 Feb - 23 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-22
2021-02-23,2,Tuesday,8,17 Feb - 23 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-23
2021-02-24,3,Wednesday,8,17 Feb - 23 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-24
2021-02-25,4,Thursday,8,17 Feb - 23 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-25
2021-02-26,5,Friday,8,17 Feb - 23 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-26
2021-02-27,6,Saturday,8,17 Feb - 23 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-27
2021-02-28,7,Sunday,8,17 Feb - 23 Feb '20,2,Feb '21,2021,1,Q1 2021,2021-02-28
2021-03-01,1,Monday,9,24 Feb - 01 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-01
2021-03-02,2,Tuesday,9,24 Feb - 01 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-02
2021-03-03,3,Wednesday,9,24 Feb - 01 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-03
2021-03-04,4,Thursday,9,24 Feb - 01 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-04
2021-03-05,5,Friday,9,24 Feb - 01 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-05
2021-03-06,6,Saturday,9,24 Feb - 01 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-06
2021-03-07,7,Sunday,9,24 Feb - 01 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-07
2021-03-08,1,Monday,10,02 Mar - 08 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-08
2021-03-09,2,Tuesday,10,02 Mar - 08 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-09
2021-03-10,3,Wednesday,10,02 Mar - 08 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-10
2021-03-11,4,Thursday,10,02 Mar - 08 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-11
2021-03-12,5,Friday,10,02 Mar - 08 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-12
2021-03-13,6,Saturday,10,02 Mar - 08 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-13
2021-03-14,7,Sunday,10,02 Mar - 08 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-14
2021-03-15,1,Monday,11,09 Mar - 15 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-15
2021-03-16,2,Tuesday,11,09 Mar - 15 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-16
2021-03-17,3,Wednesday,11,09 Mar - 15 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-17
2021-03-18,4,Thursday,11,09 Mar - 15 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-18
2021-03-19,5,Friday,11,09 Mar - 15 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-19
2021-03-20,6,Saturday,11,09 Mar - 15 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-20
2021-03-21,7,Sunday,11,09 Mar - 15 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-21
2021-03-22,1,Monday,12,16 Mar - 22 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-22
2021-03-23,2,Tuesday,12,16 Mar - 22 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-23
2021-03-24,3,Wednesday,12,16 Mar - 22 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-24
2021-03-25,4,Thursday,12,16 Mar - 22 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-25
2021-03-26,5,Friday,12,16 Mar - 22 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-26
2021-03-27,6,Saturday,12,16 Mar - 22 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-27
2021-03-28,7,Sunday,12,16 Mar - 22 Mar '20,3,Mar '21,2021,1,Q1 2021,2021-03-28
2021-03-29,1,Monday,13,23 Mar - 29 Mar '20,4,Apr '21,2021,2,Q2 2021,2021-03-29
2021-03-30,2,Tuesday,13,23 Mar - 29 Mar '20,4,Apr '21,2021,2,Q2 2021,2021-03-30
2021-03-31,3,Wednesday,13,23 Mar - 29 Mar '20,4,Apr '21,2021,2,Q2 2021,2021-03-31
2021-04-01,4,Thursday,13,23 Mar - 29 Mar '20,4,Apr '21,2021,2,Q2 2021,2021-04-01
2021-04-02,5,Friday,13,23 Mar - 29 Mar '20,4,Apr '21,2021,2,Q2 2021,2021-04-02
2021-04-03,6,Saturday,13,23 Mar - 29 Mar '20,4,Apr '21,2021,2,Q2 2021,2021-04-03
2021-04-04,7,Sunday,13,23 Mar - 29 Mar '20,4,Apr '21,2021,2,Q2 2021,2021-04-04
2021-04-05,1,Monday,14,30 Mar - 05 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-05
2021-04-06,2,Tuesday,14,30 Mar - 05 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-06
2021-04-07,3,Wednesday,14,30 Mar - 05 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-07
2021-04-08,4,Thursday,14,30 Mar - 05 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-08
2021-04-09,5,Friday,14,30 Mar - 05 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-09
2021-04-10,6,Saturday,14,30 Mar - 05 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-10
2021-04-11,7,Sunday,14,30 Mar - 05 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-11
2021-04-12,1,Monday,15,06 Apr - 12 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-12
2021-04-13,2,Tuesday,15,06 Apr - 12 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-13
2021-04-14,3,Wednesday,15,06 Apr - 12 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-14
2021-04-15,4,Thursday,15,06 Apr - 12 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-15
2021-04-16,5,Friday,15,06 Apr - 12 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-16
2021-04-17,6,Saturday,15,06 Apr - 12 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-17
2021-04-18,7,Sunday,15,06 Apr - 12 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-18
2021-04-19,1,Monday,16,13 Apr - 19 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-19
2021-04-20,2,Tuesday,16,13 Apr - 19 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-20
2021-04-21,3,Wednesday,16,13 Apr - 19 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-21
2021-04-22,4,Thursday,16,13 Apr - 19 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-22
2021-04-23,5,Friday,16,13 Apr - 19 Apr '20,4,Apr '21,2021,2,Q2 2021,2021-04-23
